algorithm,objective,dims,runs,success_ratio,success_pct,avg_clicks,avg_time_ms,avg_guesses,avg_completion,avg_time_per_click_ms,avg_completion_per_click,avg_guess_rate
global_sat,MaxInformation,7x7x7,30,0.9,90.0,87.46666666666667,41148.166666666664,1.2,91.12966666666667,421.51643342271836,1.084996435684372,0.04101507876323006
global_sat,MinDistance,7x7x7,30,0.9,90.0,83.4,25583.0,1.2,91.12966666666667,276.11870475980595,1.134440113450179,0.041506683963133
global_sat,MinRotation,7x7x7,30,0.9,90.0,81.73333333333333,16846.966666666667,1.2,91.12966666666667,188.66033198930234,1.1632431268980858,0.04334720001555995
greedy,MaxInformation,7x7x7,30,0.0,0.0,7.233333333333333,15.066666666666666,7.233333333333333,30.041,2.122046102046102,5.24895358067858,1.0
greedy,MinDistance,7x7x7,30,0.0,0.0,9.8,14.933333333333334,9.8,41.10166666666667,1.9570705220705222,5.876131758981758,1.0
greedy,MinRotation,7x7x7,30,0.0,0.0,9.166666666666666,12.433333333333334,9.166666666666666,39.91766666666667,1.601287633184185,5.892544961121255,1.0
partitioned_sat,MaxInformation,7x7x7,30,0.9,90.0,87.76666666666667,37548.7,1.2,91.12966666666667,384.4816272345673,1.0824006968897035,0.040964719777593715
partitioned_sat,MinDistance,7x7x7,30,0.9,90.0,84.9,19906.433333333334,1.2,91.12966666666667,213.12799093533826,1.1126698712227816,0.041297636552110537
partitioned_sat,MinRotation,7x7x7,30,0.9,90.0,83.73333333333333,11599.766666666666,1.2,91.12966666666667,126.98588504059799,1.1320232272502935,0.04190673500661093
scip_solver,MaxInformation,7x7x7,30,0.9,90.0,89.0,63201.3,1.4,91.46000000000001,668.6723050297566,1.0628361765831593,0.057238560178530004
scip_solver,MinDistance,7x7x7,30,0.8666666666666667,86.66666666666667,82.53333333333333,48795.53333333333,1.3333333333333333,89.77966666666666,557.7855282432909,1.154383238654859,0.044469032793548996
scip_solver,MinRotation,7x7x7,30,0.9,90.0,81.96666666666667,44046.566666666666,1.1666666666666667,90.95066666666666,501.07470067353796,1.1628809346685585,0.043750017703422774
