dims,seed,avg_success,avg_success_pct,avg_completion,avg_clicks,avg_time_ms
5x5x5,6,0.6,60.0,93.11733333333333,23.866666666666667,1944.4666666666667
6x6x6,29,0.06666666666666667,6.666666666666667,31.611333333333334,10.266666666666667,1176.1333333333334
6x6x6,21,0.06666666666666667,6.666666666666667,32.022,24.266666666666666,3053.133333333333
6x6x6,3,0.06666666666666667,6.666666666666667,80.52666666666666,40.46666666666667,7824.466666666666
6x6x6,24,0.06666666666666667,6.666666666666667,82.32,49.86666666666667,7729.0
6x6x6,2,0.13333333333333333,13.333333333333334,30.75,15.0,2958.733333333333
6x6x6,17,0.2,20.0,33.67133333333333,20.2,5408.466666666666
6x6x6,8,0.5333333333333333,53.333333333333336,75.73,53.666666666666664,8050.333333333333
6x6x6,5,0.6,60.0,73.89533333333334,58.13333333333333,10132.133333333333
6x6x6,13,0.6,60.0,75.09333333333333,52.2,9597.666666666666
6x6x6,15,0.6,60.0,77.63933333333333,44.86666666666667,8702.8
6x6x6,20,0.6,60.0,78.276,50.06666666666667,8877.266666666666
6x6x6,6,0.6,60.0,82.472,32.0,5200.0
6x6x6,7,0.6,60.0,84.494,52.6,8745.533333333333
6x6x6,28,0.6,60.0,84.57,51.733333333333334,7870.866666666667
6x6x6,10,0.6,60.0,84.83133333333333,50.2,7320.533333333334
6x6x6,4,0.6,60.0,85.13066666666667,42.86666666666667,6770.733333333334
6x6x6,1,0.6,60.0,85.24333333333334,42.6,5877.8
6x6x6,22,0.6,60.0,85.28066666666668,48.13333333333333,8186.133333333333
6x6x6,23,0.6,60.0,85.69333333333334,54.4,8864.4
6x6x6,27,0.6,60.0,86.17933333333333,43.733333333333334,7257.266666666666
6x6x6,9,0.6,60.0,86.51666666666667,49.4,8605.133333333333
6x6x6,19,0.6,60.0,86.77933333333334,71.73333333333333,12159.933333333332
6x6x6,11,0.6,60.0,86.85333333333332,42.666666666666664,5591.333333333333
6x6x6,0,0.6,60.0,87.454,43.86666666666667,6573.933333333333
6x6x6,18,0.6,60.0,87.75266666666667,56.6,10002.666666666666
6x6x6,26,0.6,60.0,88.24,43.6,7507.666666666667
6x6x6,14,0.6,60.0,89.51333333333334,38.8,6592.266666666666
6x6x6,25,0.6,60.0,92.02266666666667,35.6,6368.466666666666
6x6x6,16,0.6,60.0,94.72,36.6,6780.666666666667
6x6x6,12,0.6,60.0,95.39266666666666,31.0,4449.6
7x7x7,8,0.0,0.0,7.082666666666666,4.466666666666667,282.26666666666665
7x7x7,14,0.06666666666666667,6.666666666666667,22.012,15.6,4523.533333333334
7x7x7,26,0.06666666666666667,6.666666666666667,26.252666666666663,21.066666666666666,5445.866666666667
7x7x7,9,0.5333333333333333,53.333333333333336,64.628,48.06666666666667,17974.133333333335
7x7x7,0,0.5333333333333333,53.333333333333336,73.27866666666667,68.4,29694.8
7x7x7,29,0.5333333333333333,53.333333333333336,76.05933333333334,62.2,24804.733333333334
7x7x7,17,0.6,60.0,68.45733333333332,83.06666666666666,37159.666666666664
7x7x7,15,0.6,60.0,77.41066666666667,63.53333333333333,23438.733333333334
7x7x7,11,0.6,60.0,77.438,73.33333333333333,27507.2
7x7x7,13,0.6,60.0,78.37466666666666,73.6,24200.733333333334
7x7x7,10,0.6,60.0,78.40266666666666,76.33333333333333,29342.866666666665
7x7x7,6,0.6,60.0,78.62266666666666,69.26666666666667,21071.6
7x7x7,22,0.6,60.0,79.78,74.4,24015.666666666668
7x7x7,28,0.6,60.0,80.57866666666668,63.06666666666667,21815.4
7x7x7,25,0.6,60.0,81.21333333333334,57.53333333333333,18010.133333333335
7x7x7,4,0.6,60.0,82.452,61.266666666666666,19738.933333333334
7x7x7,5,0.6,60.0,82.562,69.26666666666667,18643.933333333334
7x7x7,19,0.6,60.0,82.81,63.86666666666667,28726.0
7x7x7,24,0.6,60.0,82.83733333333333,83.33333333333333,28650.333333333332
7x7x7,1,0.6,60.0,82.89266666666667,67.33333333333333,21243.133333333335
7x7x7,21,0.6,60.0,83.36066666666667,65.8,23499.6
7x7x7,20,0.6,60.0,83.74600000000001,61.666666666666664,17330.733333333334
7x7x7,16,0.6,60.0,84.35266666666666,79.13333333333334,23989.266666666666
7x7x7,23,0.6,60.0,85.50933333333334,65.8,24165.266666666666
7x7x7,3,0.6,60.0,85.75733333333332,52.733333333333334,17621.466666666667
7x7x7,2,0.6,60.0,86.28066666666668,63.46666666666667,19342.466666666667
7x7x7,27,0.6,60.0,86.83133333333333,76.6,24570.866666666665
7x7x7,7,0.6,60.0,87.98933333333333,53.266666666666666,15518.266666666666
7x7x7,12,0.6,60.0,89.47599999999998,60.266666666666666,18102.6
7x7x7,18,0.6,60.0,90.02733333333335,53.666666666666664,17514.666666666668
8x8x8,14,0.0,0.0,68.61266666666667,88.46666666666667,43301.26666666667
8x8x8,27,0.2,20.0,36.846000000000004,37.53333333333333,28007.733333333334
8x8x8,25,0.4666666666666667,46.666666666666664,63.21666666666667,72.06666666666666,63399.2
8x8x8,1,0.6,60.0,70.13733333333333,78.73333333333333,57731.066666666666
8x8x8,3,0.6,60.0,71.21733333333333,86.73333333333333,57537.86666666667
8x8x8,4,0.6,60.0,71.72466666666666,77.33333333333333,51344.53333333333
8x8x8,21,0.6,60.0,74.64533333333334,102.86666666666666,57888.13333333333
8x8x8,11,0.6,60.0,75.026,64.33333333333333,31070.866666666665
8x8x8,12,0.6,60.0,75.38533333333334,88.8,71531.2
8x8x8,5,0.6,60.0,76.59200000000001,87.4,56708.13333333333
8x8x8,8,0.6,60.0,77.39733333333334,85.26666666666667,46554.8
8x8x8,24,0.6,60.0,77.566,88.8,52869.933333333334
8x8x8,9,0.6,60.0,77.884,72.46666666666667,37727.6
8x8x8,2,0.6,60.0,78.20133333333334,77.2,40460.86666666667
8x8x8,18,0.6,60.0,78.81400000000001,93.06666666666666,55434.333333333336
8x8x8,28,0.6,60.0,78.92066666666666,85.73333333333333,55760.53333333333
8x8x8,22,0.6,60.0,79.40799999999999,86.33333333333333,54867.73333333333
8x8x8,26,0.6,60.0,79.53466666666667,84.0,62950.53333333333
8x8x8,20,0.6,60.0,79.70466666666667,102.2,62563.066666666666
8x8x8,6,0.6,60.0,80.59266666666667,82.13333333333334,48930.46666666667
8x8x8,15,0.6,60.0,80.69866666666667,87.0,40004.933333333334
8x8x8,23,0.6,60.0,81.12133333333333,104.8,65727.06666666667
8x8x8,17,0.6,60.0,81.18533333333333,80.46666666666667,72568.6
8x8x8,19,0.6,60.0,81.24933333333334,95.06666666666666,61093.46666666667
8x8x8,13,0.6,60.0,81.56533333333333,89.53333333333333,47915.8
8x8x8,7,0.6,60.0,82.34866666666667,79.0,39511.86666666667
8x8x8,29,0.6,60.0,82.98333333333333,90.53333333333333,66719.2
8x8x8,16,0.6,60.0,83.34400000000001,84.4,43377.26666666667
8x8x8,10,0.6,60.0,84.04266666666668,86.2,36656.933333333334
8x8x8,0,0.6,60.0,87.70333333333333,79.33333333333333,45021.0
